Comment,Sentiment
sam you found a new career,LABEL_1
very interesting thanks sam ,LABEL_2
fantastic ,LABEL_2
looks like scoot have designed an airline for 10 year olds ,LABEL_1
when someone mentions snuff in relation to a powder served you know they are top of the game and do not need fancy old fashioned wines and spirits to make a great travel video hope your cat is enjoying the blanket loungy ,LABEL_2
if ryanair or easyjet had a380 this is what it would be like,LABEL_1
party mode on 9 34 ,LABEL_1
i saw 946 and 942 and hassan and his family and ryan and his family,LABEL_1
very informative nice work ,LABEL_2
if you want a good budget airline business class you should try jetstar ,LABEL_1
that beautiful airport is taiwan is airport,LABEL_2
that business class should be like renamed to premium economy but i am still ambiguous about this anyway it is really great service by scoot ,LABEL_2
superb tripreport  loved it felix,LABEL_2
what has happend to your website o,LABEL_1
what about a flight with azur air germany or with azur air russia they even offer a very old boeing 747 but azur air germany with their 767 300er from d sseldorf to punta cana for example would be also very cool for a tripreport ,LABEL_2
nice job felix ,LABEL_2
wtf a dreamliner with no ife  ,LABEL_0
awesome besides you guys should definitely try the airasia x premium flatbed ,LABEL_2
looks more like an premium eco ,LABEL_1
awesome video i am here so early before 100 views ,LABEL_2
firsttt d,LABEL_1
cool tripreport ,LABEL_2
brilliant video mate,LABEL_2
the interior of the scoot is really not that great even though his son is sq he does not have an elegant impression at all at least it is still better if the qg looks like the interior and cabin crew are still connected to the ga ,LABEL_0
bang cobain ryan air dong,LABEL_1
it is really exciting every day i wait for the new one to finally arrive,LABEL_2
impressive thanks for the link ,LABEL_2
right well one weighs 18 tons and the other weighs 220,LABEL_1
and someone already painted the sound it made under the windscreen,LABEL_1
i flew scoot on a couple short hops recently they are fine definitely a low cost carrier but not the lowest of cost carriers planes appeared pretty nice though one engine made a relatively concerning noise on spool up you are packed in there pretty tight which is a bit of a difference coming off a 16 5hr singapore air flight in premium economy but they give you some snacks if you booked through singapore air on a scoot flight would not mind flying them again would be interesting to be on a long haul flight as mine were all on a320s an hour or so ,LABEL_2
i like how they still chocked the single tire ,LABEL_2
waiting for it to be evolved ,LABEL_1
thought that this was a dumb move initially but on further thought i think it is a rly smart move by scoot to capitalise on the london bangkok fifth freedom route the singapore bangkok route is definitely going to be loss making,LABEL_2
yeah 3 3 3 there are about 30 business class seats 2 2 2 just got back from tianjin gotta say the 787 is pretty awesome cheap prices together with great service make for an excellent flight experience even though meals are expensive ,LABEL_2
here have this ,LABEL_1
