Comment,Sentiment
having no ife is not such a big deal back in the day ife on a b747 meant a movie projected onto a bulkhead screen so only some passengers got a good viewing angle and the audio was piped through tubes to headphones amp quality of the audio was atrocious and you could listen to radio shows etc through a menu system so most people brought books to read ,LABEL_0
i honestly strongly disagree on classifying scoot as low cost or even ultra low cost same exact thing with nearby jetstar the biggest supporting fact to this is that those two low cost long haul carriers are still in business while norwegian has gone backrupt those two airlines scoot amp jetstar which are always mentioned as example of low cost long haul thanks to the 787 appear to be low cost because the main comparison is to their parent companies they are the eurowings of asia oceania pretty much they are not low cost they are lower cost compared to very high prices of their mainline high standard full service parent airlines singapore airlines qantas and lufthansa ,LABEL_1
does not scoot ban from taking outside food source  ,LABEL_1
depends can you bring food onboard ,LABEL_1
i think i would go for max 3 4 hours maybe 5 but thats really maybe would have to be such a huge price difference or other flight would be with long layover and etc 12 hours in low cost never otherwise nice video i like this series ,LABEL_2
i would never do it but i watched the video anyway ,LABEL_0
what a shameee these airlines should bankrupt i hate low cost carriers they changes the way of flying ,LABEL_0
scoot apparently does not allow you to eat your own food onboard which is mind blowing to me ,LABEL_0
what next charge extra for using the restroom ,LABEL_0
on december 2022 i have ever tried flying scoot 787 8 9v ofe from osaka kansai to singapore changi for 7 hours and i even sat at the same seat as you 33k sadly it is a different plane but the flight did not feel good i was so bored during the flight and thirsty as well ,LABEL_0
never ,LABEL_1
someome said it airasia meal better scoot mean my food fair better than sg ,LABEL_2
nasi lemak is from malaysia not singapore,LABEL_1
i have never seen any airline that charges you to use a power outlet that is outrageous,LABEL_0
im why theres a dreamlifter ,LABEL_1
but no entertainment screen ,LABEL_0
cool but basically the flight experience is a nightmare do better,LABEL_0
0j,LABEL_1
oh ho you think this is a video guess what this video is not yours its from the british airways video the making of the 787 great editing but you stole the video go and do your own video ,LABEL_0
i failed to draw it on a piece of paper ,LABEL_0
 0 35 what b747,LABEL_1
scoot is a criminal enterprise that cancels flights and issues fake travel vouchers without passengers consent and later uses these fraudulent vouchers to dispute the charge backs raised by affected passengers like me ,LABEL_0
difference,LABEL_1
plz somebody tell the name of music,LABEL_1
lala la la la la la la ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha for you la la yaka kaka na na na na na ya la ya yaya yaya yaya yaya ana ya nata a little bit a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha hahahahaha,LABEL_1
what is the music,LABEL_1
scoot is da worst airliner,LABEL_0
oddbods the show,LABEL_0
it is fake,LABEL_0
they photoshopped,LABEL_0
is it reupload ,LABEL_1
nooooo,LABEL_1
thanks for your review this prompted me to look for alternatives thanks for your review it has made me decide to look for alternatives ,LABEL_2
who is worse scoot or spirit ,LABEL_0
scoot airline food is good but other things suck,LABEL_0
do not know why over rated singapore air merged with known horrible obnoxious scoot that served jail food and focuses more on selling duty free goods ,LABEL_0
i flew with scoot earlier this year i have no complaints for a budget airline try one of the others and you will stop complaining ,LABEL_2
flied scoot many years ago with my kids booked online and was checking out to make payment when prompted to add on inflight entertainment using own devices accepted add on then complete the payment once on plane inflight did not work staff then showed list of compatible devices felt cheated asked for refund negative asked to replace with food negative only given a email address to write in wrote in help desk from philippines called complained that during booking not highlighted about list of compatible devices help desk could not do anything lesson learnt marketing not connected with operation ,LABEL_0
during debarkation the carpet looked disgusting,LABEL_0
did he say low class carrier ,LABEL_0
i do not understand scoot is great,LABEL_0
i totally agreed as this airline is totally overprice unless you have no other choice do not choose this airline ,LABEL_0
hey fly scoot is not worst,LABEL_2
the title worst is rather misleading i have flown on scoot numerous times between singapore and various australian cities for the price it is quite hard to beat have flown singapore to sydney return for lt sdollar300 fly only no bag before i think your expectations are at the wrong level which will obviously lead to disappointment ,LABEL_0
want to see worse imagine moulds on the ac vents u get 100 ml free water only stained seats try nookscoot the staff is really nice tho,LABEL_1
seats no one is sitting on us we feel useless josh proceeds to sit on the floor seats why are we still here just to suffer,LABEL_0
there is no tiger,LABEL_1
is scoot the airline that does not allow you to bring your own snacks on board as well or is that a different airline ,LABEL_0
your amount on ads in videos are just sad not good product ,LABEL_0
ynwa ,LABEL_1
ynwa ,LABEL_1
air asia everything is amazing except for the seat and legroom scoot absolutely everything is dog shit ,LABEL_0
hello josh a very good explanation you have given about the so called budget airline scoot also i have seen several of your other videos and have been well impressed also may i ask where are you from as you have a bit of a mixed accent like usa or australia or something as i am curious to know thanks so that it so take care and cheerio,LABEL_2
i was just there,LABEL_1
ynwa josh ,LABEL_1
why you do not go to a lounge ,LABEL_0
i flew scoot biz mel sin dmk once that was truly awful ,LABEL_0
try jetstar josh they are also really good at fleecing passengers,LABEL_1
i have flown scoot a few times from aus to sin and v v at the right price they are fantastic i am talking dollar150 aud one way once the fares move into the 250 400 range one way the value quickly decreases one other positive is they ans airasia are pretty good for last minute fares compared to a full service last minute ,LABEL_2
im very confused as to why you are bitching about a low cost carrier the main premise of scoot is to get you from point a to b thats it you decide if you want anything else as you decided to fly a low cost airline of course all the extras are way overpriced as thats how they make money if you want food drinks and entertainment fly a main airline simple completely unnecessary video ,LABEL_0
no josh no not liverpool bro haha,LABEL_1
really great video you should have much more subs i have never heard about scoot airlines before,LABEL_2
scoot is the worst airline ever ,LABEL_0
scoot is another airlines i has not flown whit great trip report,LABEL_0
you woke that grumpy cat up from its sleep hahahaha ,LABEL_1
hungry jacks was probably better than the melbourne amex lounge anyway ,LABEL_1
hungry jacks is not a budget choice at least at the airport haha ,LABEL_0
well well kimchi cup noodles wonder what that smells like lol i like kimchi fermented cabbage take packets of spices with you for bland food the anime on the winglet was cute hukes on a scute i guess you are giving scoot the boot i do not blame you the poor black cat i have a black cat with an eye problem also thanks jayden brightened my day ,LABEL_2
no charging point ,LABEL_1
i went on 1 today they did not have any neon lights it was disapoinitng,LABEL_0
i recently flew gatwick to bangkok with scoot in economy and can best describe it as a discomfort endurance test the crew were ok but 12 hrs is a long flight especially when you are sat waiting to take off and you are delayed by an hr and a half no food or even drinking water no power outlets no entertainment nothing unless you pay extra fortunately i came prepared but being a first time scoot flyer i do not think i will use them again and as this vid has shown business class is not much better ,LABEL_0
ad after ad,LABEL_1
why am i constantly deaf in the left ear except for some brief moments ,LABEL_0
are these recorded in mono the last couple of video has only had sound on one channel and yes i checked other videos and they do not have this issue ,LABEL_1
hello from singapore ,LABEL_2
this is trivial i know i am passed the age of traveling but i really like to know how long the flight is thank you for reading,LABEL_2
sad they feed you cat food in business class,LABEL_0
biden gift of 9 11 anniversary is 3 lacks brave afgans soldiers partner interpreters who can not fought talibans a us citizenship,LABEL_0
that afghanistan video sounds amazing really looking forward to that ,LABEL_2
beats me why countries give away their fifth freedom rights ,LABEL_0
scoot has always been rubbish,LABEL_0
never in my life even having an asian mother or visiting most south east asian countries including singapore have i ever heard of oriental treasure rice i know of 8 treasure rice which is a gluttonous rice and coconut milk based asian rice pudding dessert which is actually very yummy but not oriental treasure rice looks like its got shitake mushrooms lap cheong pork sausage chicken soya sauce and rice to be honest i would give that a pass and have the sweeter treasure rice dessert anytime ,LABEL_2
interesting route never been on a fifth freedom flight great video as always josh ,LABEL_2
try nook scoot btwn delhi bangkok its the most horrible thing i ever flew in moulds hanging from the air vents amenities u get is 100ml water stained carpets torn seats absolute disgusting ,LABEL_0
third ,LABEL_1
shocking but no tv why ,LABEL_0
what a cool experience for you sam and a totally different video content as well loved the fact that you were able to show how hard the crew works as well great job as always ,LABEL_2
hi sam very dissapointed to your review as your review are no longer geniune but just another paid advertisement ,LABEL_0
hi sam very dissapointed to your review as your review are no longer geniune but just another paid advertisement ,LABEL_0
what about the toilet that she said ,LABEL_1
sam another fun flight thx ,LABEL_2
i have went to malaysia,LABEL_1
i am completely dismay with scoot airlines i never received my plane ticket refund those are hard worked earned money for you not to return it this is nothing against sam chui sorry for ranting here scoot has a total disgusting customer service ,LABEL_0
was good until i see the q amp a session why is it fun i find it very disturbing,LABEL_0
wow what a fun video shot from a unique perspective ,LABEL_2
what no entertainment,LABEL_0
servant does not suit you bro,LABEL_0
last month was the first time i travel abroad in my life out of malaysia because i am no rich people when i flew to melbourne using scoot it will always hold a special place in my heart because it was really the first time in my life to flew inside other airlines aside from malaysia airlines and airasia here is to flying more ,LABEL_2
another awesome video sam thank you ,LABEL_2
always innovative topics sam great job,LABEL_2
scoot has no entertainment and music please tell them ,LABEL_0
hi mr jet lag,LABEL_1
think you did a fantastic job love seeing things from a different perspective thanks ,LABEL_2
when u realize asian low cost airlines have better service than us legacy airlines,LABEL_2
is not the scoot pilot the one in your video of the delivery flight of singapore airlines 787 10 ,LABEL_1
gosh i have no idea you were here else i would have been there to meet you ,LABEL_1
very different and awesome experience indeed sir personally in my time to visit singapore i have never flown with singapore airlines jetstar asia and even scoot but hopefully i will have a chance to fly one of 3 singaporean airlines in the future btw happy eid ul fitr mubarak from indonesia ,LABEL_2
hello samchui why the 747 8 test plane md 11 md 90 boeing 717 airbus a340 200 300 500 was not in the museum,LABEL_1
another great video your humour is top draw keep the reviews coming ,LABEL_2
whys there a 737 malaysia airlines at taipei ,LABEL_1
umm hello the name is flyscoot not scoot,LABEL_1
i think you got the food name wrong ,LABEL_0
is felix filming with a gopro ,LABEL_1
my mum described her inflight meal with scoot business you seriously paid dollar200 for a pathetic chicken rice what on earth are you thinking ,LABEL_0
just jokking,LABEL_1
do another flight to manchester plz,LABEL_1
oh my gosh baaang bro trip to alpa mart bae bro,LABEL_1
is not the cabin crew friendly bro ,LABEL_0
or that nobody on the ground saw it and reported it ,LABEL_0
good question,LABEL_2
tidy salt imminent long fall ink grandfather different sip sand this post was mass deleted and anonymized with ,LABEL_1
too many cardboard derivatives,LABEL_0
kind of pointless when jp aint even opened to the world unless you are on official biz guided tours ,LABEL_0
now there is an airline i never heard of before ,LABEL_1
vtl is by country not by airline sia fly to a lot of non vtl countries ,LABEL_1
 are we at vr barry  sure are other barry ,LABEL_1
or his australian cousin bazza ,LABEL_1
 another one,LABEL_1
i might be in the minority here but i have flown ana and ua 787s and i can not notice a difference in the noise level or the pressure the only thing i did notice was that the wing flex was insane and that the tips looked like they are above the cabin roof i was sitting in business and businessfirst if that makes a difference with the the noise much rather prefer a 777 300er or the old school 747 400 which i am sitting in right now in upper deck than a 787,LABEL_1
shark bait go ahead,LABEL_1
wrong   ,LABEL_0
