Comment,Sentiment
mary poppins would be interested,LABEL_2
lockheed ppfttt  we could do that,LABEL_2
350dollar for umbrella no thanks,LABEL_1
nah the real test was that damn wind machine,LABEL_0
i have always been able to flip my umbrellas inside out and back to normal with no problems,LABEL_2
hmmm that is over engineering to make it over expensive what about a dollar15 canopy umbrella ,LABEL_0
safety glasses for wind,LABEL_1
so instead of a broken umbrella it will be a broken rist lol,LABEL_1
350dollar for an umbrella what type of joke is this not funny at all,LABEL_0
it is expensive cuz they know you will not let it go ,LABEL_0
i am sorry for laughing but this was too funny ,LABEL_2
flex paste and davek have passed the inside edition test ,LABEL_2
nobody is buying that dumb shyt for 350 lol,LABEL_0
amalgam btw,LABEL_1
you can get the same thing for 35dollar,LABEL_1
did this guy just say fiberglass ,LABEL_1
when it comes to the weather nothing is completely indestructible i would love to see it tested during a hurricane or have it sucked up by a tornado as a proper test,LABEL_1
on the odd occasion your twenty dollar umbrella breaks just buy a new one do not waste hundreds of dollars on an umbrella,LABEL_0
no no no who dfuk use umbrella during windy bruh i let strong wind hit ma face feel fresh like one with nature,LABEL_1
this an advertisement of an umbrella ,LABEL_1
i just wanna be mary poppins ok,LABEL_1
buy them if you trynna fly like them cartoon shows,LABEL_1
indestructable i bet i can break it,LABEL_1
design one with basalt rebar and carbon wrap use ergo dynamic handle design check with people that use blind canes changing out handles could be option maybe lexan for covering possibly lexan then mylar then lexan with shiny side on underside so in sunny weather it can be used as solar oven with some serious investment it could be a series of umbrella quality the world has never seen before and would be affordable at perhaps 100 usd hiking cane umbrella solar oven and makeshift defense tool that could even had a fishing rig attached to it shepard staff through the bible if anyone uses this i want 1percent profit been sitting on this idea long time to much time to chase this down would rather read bible and beat atheist hindhu muslim ideologies so they can repent and run to the real jesus christ for salvation he is the most important umbrella in the universe,LABEL_2
 kingsman umbrella ,LABEL_1
i love how inside edition likes to expose people,LABEL_2
it failed no more explanation needed thank you ,LABEL_1
all the umbrellas my wife have i think she buys a new one every time it rains,LABEL_1
the umbrella of mary poppins ,LABEL_1
wait till this umbrella turns you into mary poppins in a storm ,LABEL_1
on the story,LABEL_1
 i would rather buy 5piece for dollar20 each give one of them to each family member will not care whether it get wasted or lost or whatever still saving money still being used by multiple people at once ,LABEL_1
no because only muppets and pretentious fools stroll about with an umbrella,LABEL_0
ehhh  just put on a raincoat,LABEL_1
ultimate test try jumping from a 35 story building using this umbrella as parachute ,LABEL_1
just buy a rain jacket ,LABEL_1
life hack if you do not own an umbrella it can not break ,LABEL_1
could you imagine forgetting that on the subway,LABEL_1
live advertising,LABEL_1
there no reason for it to be 350 dollars,LABEL_1
who spends 350 bucks for an umbrella lmao i bet i could make one for cheap ,LABEL_1
you will be mary bloody poppins before this umbrella breaks ,LABEL_0
mary popins needs that,LABEL_1
just use raincoat ,LABEL_1
you should be thanking it for flipping inside out lol,LABEL_2
den everyone will be like mary poppins,LABEL_1
indestructible salestalk only,LABEL_1
 best umbrella  i ever seen was in the movie  kingsmen highly sought after and highly recommend every married man should have this for self defence against their angry wife i hope it is waterproof  drunk husband,LABEL_2
imagine the original inventor intentionally make the umbrella easy to go inside out so people will not just get thrown away by the wind that is getting caught by the umbrella but then the new umbrella start making it less vulnerable to flip inside out instead ,LABEL_1
imagine if it did not flip out and people just started mary poppin away,LABEL_1
wind machine a fan you dunce,LABEL_0
i need one,LABEL_1
its just water stop crying n get wet,LABEL_1
 it is indestructible my dog i am about to end this man is entire career when you have a beagle you learn that there is no such thing as indestructible ,LABEL_0
nuke it,LABEL_1
indeatructible let me test it for one day if it is destroyed will they give me like many millions of dollars for their fraud ads ,LABEL_0
a fan powered by a car engine ,LABEL_1
for dollar350 it better can produce wind,LABEL_1
 0 46 cold start,LABEL_1
i would rather buy an airsoft gun than that dumb umbrella,LABEL_0
 cheapo ,LABEL_1
i think its gonna be a safely issued here soon the fact that it will not beak and and can actually drag a smaller person around or it fly away from you and poke someone else is eye out rather than just to have it break then throw it away forget it ever happened with a minimum possibly of a law suit,LABEL_1
you will fly before that breaks ,LABEL_1
where i live having your umbrella inside out is slang for being gay so this would sell specially well i would love to have one as i have been the victim of mockery enough times already ,LABEL_1
anyway to see that last reporter more ,LABEL_1
welcome back to worldnews according to locals someone fell from 10th floor building with umbrealla thinking he will fly was founded dead near street of la,LABEL_0
whatever marry poppins for that money i will stay wet ,LABEL_1
someone would have to be very stupid to spend dollar350 on an umbrella ,LABEL_0
it is no sunny and it is not raining so what is the point,LABEL_1
was hoping for her so do the mary poppers,LABEL_1
that guys tiktok is so funny when he tests it out,LABEL_2
then the umbrella fly away bye dollar350,LABEL_1
aircraft grade aluminium is just a marketing term it is normal aluminium ,LABEL_1
as much as people would love to be mary poppins it is designed turn inside out ,LABEL_1
anyways what purpose does a umbrella serve on a windy day ,LABEL_1
hulk gripping that umbrella for sure,LABEL_1
dollar350 for this ,LABEL_1
no one can win over almighty nature ,LABEL_1
now make an un losable umbrella,LABEL_0
someone has to do the marry poppins moments in the movie like the wind picks up and just like that your floating in the air,LABEL_1
just do not use umbralla is get a good coat far les of a hassle,LABEL_0
just an expensive trash ,LABEL_0
wait now there is aircraft grade after military grade hope there is a spaceship grade exist ,LABEL_1
barubdikaisin boreup,LABEL_1
dollar350 for umbrella i am happy to stay in rain without umbrella ,LABEL_2
jump from a plane and check if that umbrella works like a parachute or not ,LABEL_1
a wind machine  in my country we call it a fan ,LABEL_1
what happens if that umbrella push you a little to the road boom got hit by a car dangerous,LABEL_0
its all fun and games till the fortnite kid is start jumping to the roof top with those umbrella,LABEL_2
lol nah smh mother nature is unstoppable people,LABEL_2
if i am spending dollar350 on an umbrella then i would want it to do a hell of a lot more than just not break ,LABEL_1
i can not believe they stole marry poppins umbrella,LABEL_0
you gonna lose it at somewhere  dollar350 ,LABEL_0
i would call it the mary poppins umbrella ,LABEL_1
boris needs it the most ,LABEL_1
wow the move we in cartoons will be a reality,LABEL_2
free marketing at its peek,LABEL_1
finally i can fly with an umbrella,LABEL_2
marry poppins here i come ,LABEL_1
americans do not need this they need bullet proof umbrella,LABEL_0
old design is gold,LABEL_2
holy sh t i finnaly found the james bond umbrella ,LABEL_2
so if the wind is really strong to the point other umbrellas would break this umbrella would throw you into traffic seems worth it ,LABEL_1
simple solution just wear a raincoat ,LABEL_1
that is no air umbrella but maybe i will try it out ,LABEL_1
i love that two years later after being posted it is getting recommended to me,LABEL_2
i use something called a raincoat yes raincoats can be hot sometimes but it is safer than appearing in the news because ppl thought superman was real,LABEL_1
the word fan was invented in 2022 people before 2022 windmachine ,LABEL_1
350 no thanks,LABEL_1
 it is a kingsman umbrella  ,LABEL_1
i could never own one of those if i lost it i would cry ,LABEL_0
just use a rain coat simple amp cheap,LABEL_1
this seems more like a comertial than a news block,LABEL_0
if i can not mary poppins my umbrella it does not matter how damn expensive it is it is trash ,LABEL_0
lowkey ads,LABEL_1
no,LABEL_1
the cheap umbrella is better if you do not want to take off from the ground ,LABEL_1
or  do not use umbrellas ,LABEL_1
 so this is what mary poppins was using ,LABEL_1
it is an umbrella why is this news ,LABEL_1
imagine your dollar350 umbrella being lost in the wind because u could not hang onto it,LABEL_0
get this to become mary popins,LABEL_1
if it can not stop a bullet it is debatable,LABEL_0
this umbrella cost more than my smartphones ,LABEL_0
350 dollars for no way,LABEL_0
the umbrella is good and all but i think it should be cheaper,LABEL_2
yeah that wind machine bent the cheap umbrella steel frame stomped on off camera ,LABEL_1
to really test its durability have 2 kids pretend to have a sword fight then we will decide if it really is indestructible ,LABEL_1
 is this dollar350 umbrella really indestructible  hi guys i am johnny knoxville and today i will be shot at with 5 56 mm bullets while using this umbrella as a shield ,LABEL_0
you can fly away with this 350dollar umbrella,LABEL_2
great now i can get my mary poppins on cause as a kid i tried it and it was a fail ,LABEL_0
i will not buy one even if i have the money i am always misplacing my umbrella and this is too expensive to loose ,LABEL_0
106,LABEL_1
imagine the last girl just flew away with the umbrella ,LABEL_1
well 350 dollars umbrella just flew away,LABEL_1
good 2 person camping tent is cheaper than these umbrellas ,LABEL_2
fan wind machine fart mass destruction ,LABEL_0
nice ad inside edition,LABEL_2
here in india max price is 5dollar,LABEL_1
so this is where the kingsman get their umbrellas,LABEL_1
umbrella is for rain not wind lol,LABEL_1
this is the umbrella that marry poppins uses to fly away,LABEL_1
 a wind machine otherwise known as a fan ,LABEL_1
lol use it as kevlar dollardollardollar,LABEL_1
i just want to know who comes into work at inside edition and is like dude i got the perfect idea for a story i saw this umbrella ,LABEL_2
for that price id better be mary poppins ,LABEL_1
so it flips like any other umbrella and it costs 150 times the normal chinese umbrella lemme just walk in the rain,LABEL_0
for dollar350 i can buy a bunch of dollar5 umbrellas and everytime one break i got another one hell i could go to the dollar store and get some dollar3 umbrellas,LABEL_1
its all fun and games until you see someone gets mary poppined up to the sky,LABEL_1
if you get your fingers stuck in there youre out of the game for a while ,LABEL_0
ok but if you have enough money to buy one of these why do not you just buy another umbrella,LABEL_1
i was waiting for her to fly into the air,LABEL_1
breakable for your safety,LABEL_1
i will buy 6 months food in 350,LABEL_1
later that year  man blown into traffic by indestructible umbrella and hit by a bus sues manufacturer ,LABEL_0
yo guys tell me how we gonna get protected from heavy rain if the umbrella does blows off like this ,LABEL_1
my question is but can i parachute with it i want to realize a childhood dream here ,LABEL_2
awesome now we can all fly to work  hey look i am mary poppins ,LABEL_2
i am mary poppins yoooo ,LABEL_1
made in china no good,LABEL_0
350dollar nah i have mine for 20dollar only and it never fails me on a windy pouring rain,LABEL_2
 i am mary poppins y all   yondu,LABEL_1
and see that is the issue i want an umbrella that it is not going to turn inside out because that defeats the purpose of trying to stay dry ,LABEL_0
is it bulletproof ,LABEL_1
can you burn it ,LABEL_1
this was just a 98 second ad,LABEL_1
make it bullet proof,LABEL_1
just get a weatherman umbrella,LABEL_1
now we will could be mary poppins with this,LABEL_1
e,LABEL_1
god bless you all and your families ,LABEL_2
you do not need a dollar350 umbrella the trick or hack is to just hold on the slider that pushes open the umbrella then you will be able to control the umbrella is level of reflex to the wind slide it in or out wide to navigate through windy rainy conditions ,LABEL_1
one umbrella away from pulling a mary poppins,LABEL_1
why would anyone go out with umbrella in such weather stay inside stay safe ,LABEL_0
come to kerala southern part of india you will get it for less than dollar5,LABEL_1
nah man the kingman umbrella is what i want,LABEL_2
wow with all our advancements and technology throughout history inside edition chose to make a report about an umbrella ,LABEL_2
now you can fly,LABEL_2
my mother bought a rm30 umbrella and it has survived 14 years ,LABEL_2
this reminds me of when titanic was declared unsinkable,LABEL_0
a great commercial by inside edition ,LABEL_2
do people really use umbrellas if it is that windy at that point just put it away and god speed ,LABEL_0
imagine buying this and the umbrella holds up in a storm but you could not hold on to it ,LABEL_0
god loves y all jesus christ saves give him a chance,LABEL_2
mary poppins approved,LABEL_1
no just give it to any engineer,LABEL_1
she was gonna get tossed ,LABEL_0
man inside edition is running out of stories and yet still makes me eat this garbage up,LABEL_0
amalgam nice ,LABEL_2
mf gotta be bullet proof for me to buy it,LABEL_1
should have went to the windy city its self,LABEL_1
dumb idea,LABEL_0
cool but is it bullet proof ,LABEL_1
i would rather use a rain coat,LABEL_1
they used vibranium as the metal,LABEL_1
this would help ava a lot she would not be scolded by abby lee miller ,LABEL_2
damn the wind machine start sounds just like my 98 honda civic ,LABEL_1
 military grade aluminium  ,LABEL_1
i am mary poppins y all ,LABEL_1
how can something be the worlds most indestructible indestructible is indestructible something indestructible cannot be more or less indestructible than another indestructible thing,LABEL_1
me fiberglass brakes ,LABEL_1
why need umbrella with strong wind in rain it could be wet on dress then wear raincoat it is best raincoat ,LABEL_1
for 350 00 dollar,LABEL_1
take all the money you want do not sell that to my grandma ,LABEL_0
if you pay 350 for a umbrella your an idiot ,LABEL_0
imagine losing that one,LABEL_0
 0 51 lol,LABEL_1
the umbrella is ass it does not work,LABEL_0
do not use umbrella get raincoat lol,LABEL_1
why did i watch this,LABEL_0
umm lol last time i check umbrella was made for rain lol not wind,LABEL_1
blunt umbrella what a toddler hold my beer ,LABEL_0
if this do not stop bullets then it ai not worth 350,LABEL_0
yes it will be very strong cause you will never loose grip on that dollar350 worth umbrella you will fight for it lol,LABEL_2
i just dived it to the comment section never disappoints ,LABEL_2
you going to hit the pavement with that 320dollar umbrella no thanks i will stick to a 19 99 umbrella ,LABEL_1
that better be the umbrella from mary poppins or dollar350 ai not worth it,LABEL_0
this is forescast janna is umbrella ,LABEL_1
who in a right mind is going to buy a dollar350 umbrella ,LABEL_0
not worth it you can replace a lot of 20dollar ones for that one 350dollar one and it still blows out just doesnt break,LABEL_0
for someone who loves umbrellas and lives in los angeles this is a fantasy ,LABEL_1
does it come with a parachute,LABEL_1
why when i saw the title of this video did i think i should just stab it and it would not be indestructible i know it is just in the context of wind and weather,LABEL_0
if it is that windy an umbrella does no good ,LABEL_0
you know the big umbrellas with the double layers rarely flip inside out for him and they are much cheaper than this one ,LABEL_1
great now test it against a gun,LABEL_1
for 350 it better stop a bullet,LABEL_1
350 bucks ill take my rainsuit i got it for free,LABEL_2
so nobody wears ponchos anymore ,LABEL_0
it is not worth,LABEL_0
i do not think so buddy,LABEL_0
who uses an umbrella in a storm without rain ,LABEL_1
i want the kimgsman umbrella,LABEL_2
no wonder they needed inside edition to their advertisement no one in their right mind will spend dollar350 on an umbrella ,LABEL_0
unless you are dealing with some swirly wirly wind coming at you from all angles this should not be a problem for anyone that understands how umbrellas work,LABEL_1
not worth it,LABEL_0
now test it as a parachute,LABEL_1
i think it is better if the umbrella breaks instead of you getting pushed along with it into a ditch or something ,LABEL_1
mary poppins finally a worthy opponent,LABEL_1
i have one,LABEL_1
in the mean time china building better and cheaper stuff,LABEL_1
my umbrella was dollar17 and lasted five years,LABEL_1
who is gonna pay dollar350 for an umbrella anyway,LABEL_0
so i can fly with this umbrella ,LABEL_2
350dollar and my 6 year old 4dollar umbrella still 100percent functional,LABEL_2
so youre saying that i can finally use it as a parachute lets ask the real questions people ,LABEL_1
na cuz i like the rain and do not use gay umbrellas,LABEL_1
that is a real deal when i am using that umbrella i can become to rihanna,LABEL_1
tankbrella,LABEL_1
inside edition out here with the real news love it ,LABEL_2
youtube algos brought me here and i have learned that i will not be buying this,LABEL_0
is it bullet proof ,LABEL_1
ppl call the wind machine a fan we know it is a fan but does the typical fan have a v8 powered single gear turbine producing category 5 rated wind speeds y all gon call an air tunnel the ac ,LABEL_1
my umbrella does this i got it from target ,LABEL_1
they can keep that for dollar300 i will stick with the cheap umbrella ,LABEL_1
i am mary poppins y all,LABEL_1
it is still to expensive also i bet if you left it on the highway it would get destroyed real quick ,LABEL_0
first though that lady going to the road and get hit by car,LABEL_1
now you can fly like mary poppins,LABEL_2
hurricane katrina would like a word with the umbrella,LABEL_1
pointless content ,LABEL_0
why would people even invent this who buys a 350dollar umbrella  ,LABEL_0
 51 she knew she f would up lol,LABEL_1
mary poppins would be proud ,LABEL_2
 me tries to fly like marry poppins off a pillar aw it does not work d ,LABEL_0
it takes u past the kyper belchy in a storm ,LABEL_1
did that fan really just sound like a car imma get myself one and fly it around earth ,LABEL_1
it costs dollar35 to make they are up selling,LABEL_1
nice advert ,LABEL_2
tbh this is just embarrassing the channel now ,LABEL_0
i am going to build my house out of these umbrellas that way no matter tornado or earthquake my house will be indestructible ,LABEL_2
this what marry poppins tryna hode from us,LABEL_1
damn  mary poppins did it,LABEL_0
dangerous it could catapult you into a moving car,LABEL_0
pointless video,LABEL_0
 bends cheap umbrella over knee wow look what happened ,LABEL_1
next question why in the world would i pay for something that i do not even use ,LABEL_0
feels meh,LABEL_0
dollar350 will get you 17 average umbrella cost dollar20 if my cheap umbrella broken by wind i will buy another cheap umbrella that dollar350 umbrella worth to buy only if you sure your umbrella will broken more than 17 times i guess it will not break that much ,LABEL_1
awesome stuff they figured out how make mary poppins umbrella was made ,LABEL_2
useless we prolly wont be outside for long if the wind is that strong effing scam imfao,LABEL_0
i am mary poppins yall ,LABEL_1
buy this your going into traffic for sure especially in the city,LABEL_0
i have a dollar20 umbrella from walmart that is wind resistance so no matter how many times it is blown inside out it pops back into place dollar350 for an umbrella is really unnecessary and seems like a robbery,LABEL_0
i am over here thinking oh my goodness mary poppins lol like the musical movie in like 1955 or 1960,LABEL_2
the world needs this ,LABEL_2
my coach umbrella lasted me for 5 years which i now have replaced with a nautica one ,LABEL_1
gotta admit that was kinda funny,LABEL_2
lets shoot it with a 32megajoules railgun if it can withstand that then i am impress ,LABEL_2
heavy hitting reporting right here but really it was a fun video haha,LABEL_2
i have an idea for a indestructible umbrella but i obv wont say what its made of lolll its not made from metal ,LABEL_1
wind machine you mean a fan,LABEL_1
350dollar umbrella woow i can buy 30 normal umbrellas in that ,LABEL_1
wait until you let go of the umbrella and think to yourself why did i brought this for dollar350 ,LABEL_1
bought one for dollar50 on amazon never flipped once never let me down never ran around or deserted me ,LABEL_2
first world problems,LABEL_0
if it works like a parachute once i jump a second floor will make my dream come true,LABEL_2
it only destroys your wallet ,LABEL_0
this will be the best umbrella in the world if it can carry me up in the sky like mary poppins ,LABEL_2
bruh why even need this umbrella a normal one is all you need,LABEL_1
no good years ago i bought an umbrella that does not flip inside out how is is an umbrella that flips out going to keep you dry in a downpour rather it is got flaps which let the wind go through whilst keeping the rain out a bit like the top of a gazebo it is way better than this dollar350 ripoff and only cost about gbp22 ,LABEL_2
i live in chicago and im still not paying 350 dollars for an umbrella,LABEL_0
a dollar350 umbrella  for an umbrella that much i better be flying like mary poppins,LABEL_1
can not afford it for dollar350,LABEL_0
free umbrella commercial,LABEL_1
or just put your umbrella in front of you towards the wind,LABEL_1
stronger aluminum who woulda guessed some dude with money ,LABEL_1
that is hard edge reporting,LABEL_1
worth dollar350 then eh ,LABEL_1
no one is gonna buy an umbrella for dollar350 no matter how indestructible its claimed to be,LABEL_0
i do not want an umbrella that gets blown with the wind i want one that is able to resist the wind as it protects me it is the reason i prefer the ones with the slits ,LABEL_1
sold i am getting a long board too ,LABEL_1
what is the point of spending dollar350 on an umbrella if the rain is falling horizontally and you can not even keep the thing over your head ,LABEL_0
 if i am paying dollar350 for an umbrella it better do things like in the batman movies ,LABEL_1
i would rather be umbrella less than have a dollar350 umbrella,LABEL_0
it may be indestructible but my wallet is not ,LABEL_1
i laugh my ass off at inside out umbrellas,LABEL_0
she almost turned into mary poppins broadway was about to get a worthy adversary ,LABEL_1
they should use carbon fiber ,LABEL_1
i will sure use it when a tornado comes ,LABEL_1
350dollar and it still does not work in a storm not worth the money just get a mac,LABEL_0
the only reason the umbrella flips inside out is because there can only be one mary poppins ,LABEL_1
dumbasses just make an fabric umbrella that lets air molecules through but not let wwter through,LABEL_0
nice civic type r 1 00 ,LABEL_2
that is just a handheld parasol the fact that its stronger means it is going to pull people over and cause injury,LABEL_0
